fund_name,stock_name,sector,holding_pct,market_cap,fund_category
DSP Midcap Fund,Alkem Laboratories Ltd.,Pharmaceuticals,2.15,Mid Cap,Mid Cap
DSP Midcap Fund,Bharti Airtel Ltd.,Telecom - cellular & fixed line services,2.15,Large Cap,Mid Cap
DSP Midcap Fund,Polycab India Limited,Cables - electricals,2.09,Other,Mid Cap
DSP Midcap Fund,ICICI Bank Ltd.,Private sector bank,1.98,Large Cap,Mid Cap
DSP Midcap Fund,L&T Finance Holdings Ltd.,Investment company,1.9,Mid Cap,Mid Cap
DSP Midcap Fund,Multi Commodity Exchange Of India Ltd.,Exchange and data platform,1.82,Other,Mid Cap
DSP Midcap Fund,J.K. Cement Ltd.,Cement & cement products,1.82,Small Cap,Mid Cap
DSP Midcap Fund,Bank Of India,Public sector bank,1.74,Mid Cap,Mid Cap
DSP Midcap Fund,Kirloskar Oil Engines Ltd.,Compressors  pumps & diesel engines,1.68,Small Cap,Mid Cap
DSP Midcap Fund,Dixon Technologies (India) Ltd.,Consumer electronics,1.62,Other,Mid Cap
DSP Midcap Fund,APL Apollo Tubes Ltd.,Iron & steel products,1.62,Other,Mid Cap
DSP Midcap Fund,Hindustan Petroleum Corporation Ltd.,Refineries & marketing,1.56,Large Cap,Mid Cap
DSP Midcap Fund,Tube Investments Of India Ltd.,Auto components & equipments,1.54,Small Cap,Mid Cap
DSP Midcap Fund,Motherson Sumi Systems Ltd.,Auto components & equipments,1.53,Large Cap,Mid Cap
DSP Midcap Fund,UNO Minda Ltd.,Auto components & equipments,1.52,Small Cap,Mid Cap
DSP Midcap Fund,Techno Electric & Engineering Co. Ltd.,Civil construction,1.46,Small Cap,Mid Cap
DSP Midcap Fund,Mphasis Ltd.,Computers - software & consulting,1.46,Mid Cap,Mid Cap
DSP Midcap Fund,Apollo Tyres Limited,Tyres & rubber products,1.42,Mid Cap,Mid Cap
DSP Midcap Fund,Page Industries Ltd.,Garments & apparels,1.34,Mid Cap,Mid Cap
DSP Midcap Fund,Jubilant Ingrevia Ltd.,Specialty chemicals,1.33,Other,Mid Cap
DSP Midcap Fund,Oil India Ltd.,Oil exploration & production,1.31,Mid Cap,Mid Cap
DSP Midcap Fund,Atul Ltd.,Specialty chemicals,1.25,Mid Cap,Mid Cap
DSP Midcap Fund,KPIT Technologies Ltd.,Computers - software & consulting,1.22,Other,Mid Cap
DSP Midcap Fund,Power Finance Corporation Ltd.,Financial institution,1.18,Mid Cap,Mid Cap
DSP Midcap Fund,Eternal Ltd.,E-retail/ e-commerce,1.17,Other,Mid Cap
DSP Midcap Fund,Cholamandalam Financial Holdings Ltd.,Investment company,1.1,Small Cap,Mid Cap
DSP Midcap Fund,Apar Industries Ltd.,Other electrical equipment,1.08,Small Cap,Mid Cap
DSP Midcap Fund,Gujarat Fluorochemicals Ltd.,Specialty chemicals,1.08,Other,Mid Cap
DSP Midcap Fund,Pi Industries Ltd.,Pesticides & agrochemicals,1.06,Mid Cap,Mid Cap
DSP Midcap Fund,Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,1.04,Large Cap,Mid Cap
DSP Midcap Fund,Vishal Mega Mart Ltd.,Diversified retail,1.02,Other,Mid Cap
DSP Midcap Fund,Indus Towers Ltd.,Telecom - infrastructure,0.99,Large Cap,Mid Cap
DSP Midcap Fund,Emami Ltd.,Personal care,0.96,Mid Cap,Mid Cap
DSP Midcap Fund,HDB Financial Services Ltd.,Non banking financial company (nbfc),0.93,Other,Mid Cap
DSP Midcap Fund,Shriram Finance Ltd.,Non banking financial company (nbfc),0.88,Other,Mid Cap
DSP Midcap Fund,Dhanuka Agritech Ltd.,Pesticides & agrochemicals,0.85,Small Cap,Mid Cap
DSP Midcap Fund,Alembic Pharmaceuticals Ltd.,Pharmaceuticals,0.77,Mid Cap,Mid Cap
DSP Midcap Fund,Cyient Ltd.,It enabled services,0.66,Small Cap,Mid Cap
DSP Midcap Fund,Lenskart Solutions Ltd.,Speciality retail,0.61,Other,Mid Cap
DSP Midcap Fund,Hitachi Energy India Ltd.,Heavy electrical equipment,0.59,Other,Mid Cap
DSP Midcap Fund,Aster DM Healthcare Ltd.,Hospital,0.54,Small Cap,Mid Cap
DSP Midcap Fund,Westlife Development Ltd.,Restaurants,0.47,Small Cap,Mid Cap
DSP Midcap Fund,Syngene International Ltd.,Healthcare research  analytics & technology,0.34,Mid Cap,Mid Cap
DSP Midcap Fund,PB Fintech Ltd.,Financial technology (fintech),0.24,Other,Mid Cap
DSP Midcap Fund,LG Electronics India Pvt. Ltd.,Consumer electronics,0.04,Other,Mid Cap
DSP Midcap Fund,Container Corporation Of India Ltd.,Logistics solution provider,0.04,Large Cap,Mid Cap
DSP Midcap Fund,Hatsun Agro Products Ltd.,Dairy products,0.04,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Bharat Forge Ltd.,Castings & forgings,3.87,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Federal Bank Ltd.,Private sector bank,3.79,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Indusind Bank Ltd.,Private sector bank,3.68,Large Cap,Mid Cap
Mirae Asset Midcap Fund,Lupin Ltd.,Pharmaceuticals,3.61,Large Cap,Mid Cap
Mirae Asset Midcap Fund,Delhivery Ltd.,Logistics solution provider,2.95,Other,Mid Cap
Mirae Asset Midcap Fund,Hero Motocorp Ltd.,2/3 wheelers,2.81,Large Cap,Mid Cap
Mirae Asset Midcap Fund,Steel Authority Of India Ltd.,Iron & steel products,2.79,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Tata Communications Ltd.,Telecom - cellular & fixed line services,2.53,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Dalmia Bharat Ltd.,Cement & cement products,2.49,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Laurus Labs Ltd.,Pharmaceuticals,2.49,Other,Mid Cap
Mirae Asset Midcap Fund,PB Fintech Ltd.,Financial technology (fintech),2.45,Other,Mid Cap
Mirae Asset Midcap Fund,Swiggy Ltd.,E-retail/ e-commerce,2.33,Other,Mid Cap
Mirae Asset Midcap Fund,L&T Finance Holdings Ltd.,Investment company,2.31,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Prestige Estates Projects Ltd.,Residential  commercial projects,2.29,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Bharat Heavy Electricals Ltd.,Heavy electrical equipment,2.16,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Persistent Systems Ltd.,Computers - software & consulting,2.02,Other,Mid Cap
Mirae Asset Midcap Fund,FSN E-Commerce Ventures Ltd.,E-retail/ e-commerce,2.02,Other,Mid Cap
Mirae Asset Midcap Fund,Multi Commodity Exchange Of India Ltd.,Exchange and data platform,2.0,Other,Mid Cap
Mirae Asset Midcap Fund,Axis Bank Ltd.,Private sector bank,1.88,Large Cap,Mid Cap
Mirae Asset Midcap Fund,HDB Financial Services Ltd.,Non banking financial company (nbfc),1.85,Other,Mid Cap
Mirae Asset Midcap Fund,Oracle Financial Services Software Limited,Software products,1.79,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,SRF Ltd.,Specialty chemicals,1.78,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Biocon Ltd.,Pharmaceuticals,1.76,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Container Corporation Of India Ltd.,Logistics solution provider,1.75,Large Cap,Mid Cap
Mirae Asset Midcap Fund,GO Digit General Insurance Ltd.,General insurance,1.7,Other,Mid Cap
Mirae Asset Midcap Fund,Pi Industries Ltd.,Pesticides & agrochemicals,1.69,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Narayana Hrudayalaya Ltd.,Hospital,1.69,Small Cap,Mid Cap
Mirae Asset Midcap Fund,Gland Pharma Ltd.,Pharmaceuticals,1.69,Other,Mid Cap
Mirae Asset Midcap Fund,Dixon Technologies (India) Ltd.,Consumer electronics,1.69,Other,Mid Cap
Mirae Asset Midcap Fund,Ceat Ltd.,Tyres & rubber products,1.67,Small Cap,Mid Cap
Mirae Asset Midcap Fund,Apollo Hospitals Enterprises Ltd.,Hospital,1.56,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Voltas Limited,Household appliances,1.54,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Tata Power Co. Ltd.,Integrated power utilities,1.53,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Aditya Birla Capital Ltd.,Life insurance,1.34,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,3M India Ltd.,Diversified,1.25,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Bata India Ltd.,Footwear,1.2,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,One 97 Communications Ltd.,Financial technology (fintech),1.2,Other,Mid Cap
Mirae Asset Midcap Fund,Hindustan Petroleum Corporation Ltd.,Refineries & marketing,1.18,Large Cap,Mid Cap
Mirae Asset Midcap Fund,HDFC Asset Management Co. Ltd.,Asset management company,1.14,Large Cap,Mid Cap
Mirae Asset Midcap Fund,Cummins India Ltd.,Compressors  pumps & diesel engines,1.1,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,SKF India (Industrial) Ltd.,Auto components & equipments,1.1,Other,Mid Cap
Mirae Asset Midcap Fund,Gujarat Gas Ltd.,Gas transmission/marketing,1.01,Other,Mid Cap
Mirae Asset Midcap Fund,Max Financial Services Ltd.,Life insurance,0.99,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,UPL Ltd.,Pesticides & agrochemicals,0.94,Large Cap,Mid Cap
Mirae Asset Midcap Fund,Gujarat State Petronet Ltd.,Gas transmission/marketing,0.92,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Phoenix Mills Ltd.,Residential  commercial projects,0.82,Small Cap,Mid Cap
Mirae Asset Midcap Fund,MRF Ltd.,Tyres & rubber products,0.77,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Pine Labs Ltd.,Financial technology (fintech),0.76,Other,Mid Cap
Mirae Asset Midcap Fund,KPIT Technologies Ltd.,Computers - software & consulting,0.73,Other,Mid Cap
Mirae Asset Midcap Fund,Syngene International Ltd.,Healthcare research  analytics & technology,0.73,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Schaeffler India Ltd.,Auto components & equipments,0.7,Other,Mid Cap
Mirae Asset Midcap Fund,Jyothy Laboratories Ltd.,Household products,0.69,Small Cap,Mid Cap
Mirae Asset Midcap Fund,Wakefit Innovations Ltd.,Furniture  home furnishing,0.69,Other,Mid Cap
Mirae Asset Midcap Fund,Gujarat Fluorochemicals Ltd.,Specialty chemicals,0.65,Other,Mid Cap
Mirae Asset Midcap Fund,Teamlease Services Ltd.,Diversified commercial services,0.61,Small Cap,Mid Cap
Mirae Asset Midcap Fund,SKF India Ltd.,Abrasives & bearings,0.6,Small Cap,Mid Cap
Mirae Asset Midcap Fund,Century Plyboards India Ltd.,Plywood boards/ laminates,0.56,Small Cap,Mid Cap
Mirae Asset Midcap Fund,InterGlobe Aviation Ltd.,Airline,0.53,Large Cap,Mid Cap
Mirae Asset Midcap Fund,Campus Activewear Ltd.,Footwear,0.44,Other,Mid Cap
Mirae Asset Midcap Fund,Crompton Greaves Consumer Electricals Ltd.,Household appliances,0.43,Mid Cap,Mid Cap
Mirae Asset Midcap Fund,Prince Pipes and Fittings Ltd.,Plastic products - industrial,0.3,Other,Mid Cap
Mirae Asset Midcap Fund,Adani Wilmar Ltd.,Edible oil,0.28,Other,Mid Cap
Mirae Asset Midcap Fund,Ola Electric Mobility Ltd.,2/3 wheelers,0.16,Other,Mid Cap
Mirae Asset Midcap Fund,Au Small Finance Bank Ltd.,Other bank,0.05,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Marico Ltd.,Personal care,2.43,Large Cap,Mid Cap
Edelweiss Mid Cap Fund,Multi Commodity Exchange Of India Ltd.,Exchange and data platform,2.34,Other,Mid Cap
Edelweiss Mid Cap Fund,Federal Bank Ltd.,Private sector bank,2.33,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Fortis Healthcare Ltd.,Hospital,2.27,Other,Mid Cap
Edelweiss Mid Cap Fund,Indian Bank,Public sector bank,2.15,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,APL Apollo Tubes Ltd.,Iron & steel products,2.0,Other,Mid Cap
Edelweiss Mid Cap Fund,IDFC First Bank Ltd.,Private sector bank,1.97,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Oil India Ltd.,Oil exploration & production,1.91,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Au Small Finance Bank Ltd.,Other bank,1.9,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,J.K. Cement Ltd.,Cement & cement products,1.76,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Solar Industries India Ltd.,Explosives,1.74,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,BSE Ltd.,Exchange and data platform,1.73,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Ashok Leyland Ltd.,Commercial vehicles,1.71,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,UNO Minda Ltd.,Auto components & equipments,1.7,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Max Financial Services Ltd.,Life insurance,1.68,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Torrent Power Ltd.,Integrated power utilities,1.67,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,L&T Finance Holdings Ltd.,Investment company,1.65,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,SRF Ltd.,Specialty chemicals,1.63,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Indus Towers Ltd.,Telecom - infrastructure,1.62,Large Cap,Mid Cap
Edelweiss Mid Cap Fund,Persistent Systems Ltd.,Computers - software & consulting,1.61,Other,Mid Cap
Edelweiss Mid Cap Fund,NMDC LTD,Industrial minerals,1.59,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Sundaram Finance Limited,Non banking financial company (nbfc),1.58,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,HDFC Asset Management Co. Ltd.,Asset management company,1.58,Large Cap,Mid Cap
Edelweiss Mid Cap Fund,Lupin Ltd.,Pharmaceuticals,1.55,Large Cap,Mid Cap
Edelweiss Mid Cap Fund,Jindal Stainless Ltd.,Iron & steel products,1.54,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Coforge Ltd.,Computers - software & consulting,1.54,Other,Mid Cap
Edelweiss Mid Cap Fund,Max Healthcare Institute Ltd.,Hospital,1.54,Other,Mid Cap
Edelweiss Mid Cap Fund,KEI Industries Ltd.,Cables - electricals,1.54,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Mahindra & Mahindra Financial Services Ltd.,Non banking financial company (nbfc),1.5,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Cummins India Ltd.,Compressors  pumps & diesel engines,1.47,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Ipca Laboratories Ltd.,Pharmaceuticals,1.46,Other,Mid Cap
Edelweiss Mid Cap Fund,GE T&D India Ltd.,Heavy electrical equipment,1.34,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Bharat Forge Ltd.,Castings & forgings,1.32,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,PB Fintech Ltd.,Financial technology (fintech),1.31,Other,Mid Cap
Edelweiss Mid Cap Fund,Jubilant Foodworks Ltd.,Restaurants,1.28,Other,Mid Cap
Edelweiss Mid Cap Fund,CreditAccess Grameen Ltd.,Microfinance institutions,1.28,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Radico Khaitan Ltd.,Breweries & distilleries,1.27,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Canara Bank,Public sector bank,1.22,Other,Mid Cap
Edelweiss Mid Cap Fund,Bharat Electronics Ltd.,Aerospace & defense,1.21,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Muthoot Finance Pvt. Ltd.,Non banking financial company (nbfc),1.16,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Vishal Mega Mart Ltd.,Diversified retail,1.16,Other,Mid Cap
Edelweiss Mid Cap Fund,Phoenix Mills Ltd.,Residential  commercial projects,1.14,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Karur Vysya Bank Ltd,Private sector bank,1.08,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,City Union Bank Ltd.,Private sector bank,1.07,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Endurance Technologies Ltd.,Auto components & equipments,1.05,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,LG Electronics India Pvt. Ltd.,Consumer electronics,1.04,Other,Mid Cap
Edelweiss Mid Cap Fund,Hindustan Petroleum Corporation Ltd.,Refineries & marketing,1.03,Large Cap,Mid Cap
Edelweiss Mid Cap Fund,Page Industries Ltd.,Garments & apparels,1.02,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Polycab India Limited,Cables - electricals,1.01,Other,Mid Cap
Edelweiss Mid Cap Fund,Balkrishna Industries Ltd.,Tyres & rubber products,0.98,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Navin Flourine International Ltd.,Commodity chemicals,0.94,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Bharti Hexacom Ltd.,Telecom - equipment & accessories,0.88,Other,Mid Cap
Edelweiss Mid Cap Fund,Prestige Estates Projects Ltd.,Residential  commercial projects,0.86,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Bharat Dynamics Ltd.,Aerospace & defense,0.85,Other,Mid Cap
Edelweiss Mid Cap Fund,Indian Hotels Company Limited,Hotels & resorts,0.84,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Ajanta Pharma Limited,Pharmaceuticals,0.83,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Schaeffler India Ltd.,Auto components & equipments,0.82,Other,Mid Cap
Edelweiss Mid Cap Fund,TVS Motor Company Ltd.,2/3 wheelers,0.82,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Blue Star Ltd.,Household appliances,0.77,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Vodafone Idea Ltd.,Telecom - cellular & fixed line services,0.74,Large Cap,Mid Cap
Edelweiss Mid Cap Fund,Cholamandalam Investment & Finance Co. Ltd.,Non banking financial company (nbfc),0.73,Other,Mid Cap
Edelweiss Mid Cap Fund,Dixon Technologies (India) Ltd.,Consumer electronics,0.72,Other,Mid Cap
Edelweiss Mid Cap Fund,Mankind Pharma Ltd.,Pharmaceuticals,0.69,Other,Mid Cap
Edelweiss Mid Cap Fund,Bikaji Foods International Ltd.,Packaged foods,0.69,Other,Mid Cap
Edelweiss Mid Cap Fund,Hitachi Energy India Ltd.,Heavy electrical equipment,0.63,Other,Mid Cap
Edelweiss Mid Cap Fund,Steel Authority Of India Ltd.,Iron & steel products,0.62,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,CG Power and Industrial Solutions Ltd.,Heavy electrical equipment,0.57,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Sumitomo Chemical India Private Ltd.,Pesticides & agrochemicals,0.54,Other,Mid Cap
Edelweiss Mid Cap Fund,Craftsman Automation Ltd.,Auto components & equipments,0.52,Other,Mid Cap
Edelweiss Mid Cap Fund,360 ONE WAM Ltd.,Other financial services,0.51,Other,Mid Cap
Edelweiss Mid Cap Fund,Ather Energy Ltd.,2/3 wheelers,0.5,Other,Mid Cap
Edelweiss Mid Cap Fund,Dabur India Ltd.,Personal care,0.5,Large Cap,Mid Cap
Edelweiss Mid Cap Fund,Swiggy Ltd.,E-retail/ e-commerce,0.47,Other,Mid Cap
Edelweiss Mid Cap Fund,Triveni Turbine Ltd.,Heavy electrical equipment,0.45,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,KFIN Technologies Ltd.,Financial technology (fintech),0.45,Other,Mid Cap
Edelweiss Mid Cap Fund,Ceat Ltd.,Tyres & rubber products,0.44,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,National Aluminium Co. Ltd.,Aluminium,0.41,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,HDB Financial Services Ltd.,Non banking financial company (nbfc),0.39,Other,Mid Cap
Edelweiss Mid Cap Fund,Firstsource Solutions Ltd.,It enabled services,0.38,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Astral Ltd.,Plastic products - industrial,0.31,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Supreme Industries Ltd.,Plastic products - industrial,0.3,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,ITC Hotels Ltd,Hotels & resorts,0.3,Other,Mid Cap
Edelweiss Mid Cap Fund,Oberoi Realty Ltd.,Residential  commercial projects,0.23,Mid Cap,Mid Cap
Edelweiss Mid Cap Fund,Hero Motocorp Ltd.,2/3 wheelers,0.19,Large Cap,Mid Cap
Edelweiss Mid Cap Fund,Escorts Ltd.,Tractors,0.12,Small Cap,Mid Cap
Edelweiss Mid Cap Fund,Wakefit Innovations Ltd.,Furniture  home furnishing,0.05,Other,Mid Cap
Edelweiss Mid Cap Fund,Meesho Ltd.,E-retail/ e-commerce,0.03,Other,Mid Cap
Edelweiss Mid Cap Fund,TVS Motor Company Ltd. - Preference Shares,2/3 wheelers,0.01,Other,Mid Cap
Sundaram Mid Cap Fund,Cummins India Ltd.,Compressors  pumps & diesel engines,4.03,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,GE T&D India Ltd.,Heavy electrical equipment,3.38,Small Cap,Mid Cap
Sundaram Mid Cap Fund,Mahindra & Mahindra Financial Services Ltd.,Non banking financial company (nbfc),3.25,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,Coromandel International Ltd.,Fertilizers,2.69,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,Federal Bank Ltd.,Private sector bank,2.36,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,Indian Bank,Public sector bank,2.14,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,IDFC First Bank Ltd.,Private sector bank,2.13,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,Kalyan Jewellers India Ltd.,Gems  jewellery and watches,2.09,Other,Mid Cap
Sundaram Mid Cap Fund,Jindal Steel Ltd.,Iron & steel products,2.09,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,Hindustan Petroleum Corporation Ltd.,Refineries & marketing,2.08,Large Cap,Mid Cap
Sundaram Mid Cap Fund,Marico Ltd.,Personal care,2.02,Large Cap,Mid Cap
Sundaram Mid Cap Fund,BSE Ltd.,Exchange and data platform,1.93,Small Cap,Mid Cap
Sundaram Mid Cap Fund,Fortis Healthcare Ltd.,Hospital,1.93,Other,Mid Cap
Sundaram Mid Cap Fund,Polycab India Limited,Cables - electricals,1.83,Other,Mid Cap
Sundaram Mid Cap Fund,Lupin Ltd.,Pharmaceuticals,1.83,Large Cap,Mid Cap
Sundaram Mid Cap Fund,Phoenix Mills Ltd.,Residential  commercial projects,1.77,Small Cap,Mid Cap
Sundaram Mid Cap Fund,TVS Holdings Ltd.,Auto components & equipments,1.71,Small Cap,Mid Cap
Sundaram Mid Cap Fund,Bharat Electronics Ltd.,Aerospace & defense,1.69,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,PB Fintech Ltd.,Financial technology (fintech),1.66,Other,Mid Cap
Sundaram Mid Cap Fund,Jubilant Foodworks Ltd.,Restaurants,1.65,Other,Mid Cap
Sundaram Mid Cap Fund,Coforge Ltd.,Computers - software & consulting,1.64,Other,Mid Cap
Sundaram Mid Cap Fund,Delhivery Ltd.,Logistics solution provider,1.64,Other,Mid Cap
Sundaram Mid Cap Fund,Dixon Technologies (India) Ltd.,Consumer electronics,1.5,Other,Mid Cap
Sundaram Mid Cap Fund,Au Small Finance Bank Ltd.,Other bank,1.5,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,WABCO India Ltd.,Auto components & equipments,1.48,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,Persistent Systems Ltd.,Computers - software & consulting,1.43,Other,Mid Cap
Sundaram Mid Cap Fund,J.K. Cement Ltd.,Cement & cement products,1.42,Small Cap,Mid Cap
Sundaram Mid Cap Fund,TVS Motor Company Ltd.,2/3 wheelers,1.36,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,Indus Towers Ltd.,Telecom - infrastructure,1.35,Large Cap,Mid Cap
Sundaram Mid Cap Fund,Sona BLW Precision Forgings Ltd.,Auto components & equipments,1.26,Other,Mid Cap
Sundaram Mid Cap Fund,United Breweries Ltd.,Breweries & distilleries,1.23,Large Cap,Mid Cap
Sundaram Mid Cap Fund,Torrent Power Ltd.,Integrated power utilities,1.23,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,Gland Pharma Ltd.,Pharmaceuticals,1.2,Other,Mid Cap
Sundaram Mid Cap Fund,360 ONE WAM Ltd.,Other financial services,1.18,Other,Mid Cap
Sundaram Mid Cap Fund,Alkem Laboratories Ltd.,Pharmaceuticals,1.17,Mid Cap,Mid Cap
Sundaram Mid Cap Fund,Colgate - Palmolive (India) Limited,Personal care,1.15,Large Cap,Mid Cap
